index,pv,npv,bs,wet,water,veg_areas,overall_veg_num,norm_bs,norm_pv,norm_npv,off_value
47,0.41332711055797555,0.4459054138145613,0.12493673511719561,0.00020742584526031943,0.0,0.9997925741547397,0.9841692594897324,0.12692005852130867,0.41988852206881017,0.4529839935646209,0
48,0.3972225679319643,0.5051960174237711,0.08303256585770587,0.0,0.0,1.0,0.9854511512134413,0.08425842900022311,0.40308702003426744,0.5126545509655094,0
49,0.3695457373988799,0.4907861439535366,0.12450321510060154,0.0,0.0,1.0,0.9848350964530181,0.12642036778442634,0.3752361575352419,0.49834347468033163,0
50,0.3582783654843393,0.4972599045841112,0.12930304915992533,0.0,0.0,1.0,0.9848413192283757,0.13129328211090333,0.3637929872449409,0.5049137306441558,0
51,0.37288736776602366,0.49755030076747553,0.11499066583696328,0.0,0.0,1.0,0.9854283343704624,0.11669104878177132,0.37840130505709635,0.5049076461611325,0
55,0.32779298900643017,0.5181663555278988,0.13999377722464218,0.0,0.0,1.0,0.9859531217589712,0.14198826915309007,0.33246305708899954,0.5255486737579104,0
56,0.31632270168855536,0.5232061705232436,0.14580362726704188,0.00020846362309776944,0.0,0.9997915363769022,0.9853324994788408,0.14794318932111034,0.3209645069855778,0.530883840070214,0
57,0.323092479460712,0.49865809985253845,0.1639751421950706,0.0,0.0,1.0,0.985725721508321,0.16634966362058798,0.3277711765158444,0.5058791598635676,0
58,0.2868014934660859,0.5584401576436423,0.1410910599460693,0.0,0.0,1.0,0.9863327110557976,0.1430461124979233,0.29077560771464805,0.5661782797874286,0
59,0.29742791951877207,0.5107259904584112,0.17762912258867455,0.0,0.0,1.0,0.9857830325658579,0.1801908906124407,0.3017174263434095,0.5180916830441498,0
60,0.29704418170504043,0.5341734080066376,0.15517320058079234,0.0,0.0,1.0,0.9863907902924703,0.15731412144955512,0.3011424930447345,0.5415433855057104,0
61,0.2909769757311761,0.5455527898776187,0.15001866832607344,0.0,0.0,1.0,0.9865484339348682,0.15206416954889987,0.29494444035617046,0.5529913900949297,0
65,0.2626218626840905,0.5799066583696328,0.14501140842148932,0.0,0.0,1.0,0.9875399294752126,0.14684105836464725,0.26593543698395067,0.5872235046514022,0
67,0.27028624766645926,0.572984857913296,0.1438933831155362,0.0,0.0,1.0,0.9871644886952915,0.14576434298777927,0.2738006186017583,0.5804350384104624,0
68,0.3064488695291433,0.5530076747562747,0.12807508815598426,0.0,0.0,1.0,0.9875316324414022,0.1296921373944788,0.31031802877193126,0.55998983383359,0
71,0.31933416303671436,0.5390707322132338,0.12853142501555695,0.0,0.0,1.0,0.986936320265505,0.13023274387245115,0.3235610611136565,0.5462061950138923,0
72,0.3325692963752665,0.5230383795309169,0.13110447761194033,0.0,0.0,1.0,0.9867121535181238,0.13287003422881444,0.33704793762749363,0.5300820281436919,0
74,0.34666459240821407,0.5160236465463597,0.1234370462559635,0.00020742584526031943,0.0,0.9997925741547397,0.9861252852105373,0.12514783270764537,0.351469220402471,0.5231755210446232,0
75,0.34548785683851724,0.43914358755858546,0.20114614401363445,0.0,0.0,1.0,0.9857775884107371,0.20404820151969644,0.3504724198442268,0.4454793786360768,0
76,0.35878448454677453,0.5149097697573117,0.1114104957477702,0.0012445550715619166,0.0,0.998755444928438,0.9851047500518564,0.11295432211082597,0.36375619697100336,0.5220449258466088,0
77,0.356220701099357,0.49688238954573744,0.13060775772661276,0.0022816842978635138,0.0,0.9977183157021365,0.9837108483717072,0.13246753583364942,0.36129307560994733,0.5039577042585398,0
79,0.3325325767129046,0.4737116435477091,0.17472467423287097,0.004623791509037411,0.0,0.9953762084909626,0.9809688944934847,0.1772908241474203,0.33741642295307206,0.4806689613904703,0
80,0.35809583074051027,0.4881331673926571,0.12660029039618337,0.013275254096660444,0.0,0.9867247459033396,0.9728292885293508,0.12840859218096426,0.36321071102889063,0.49510544269348467,0
81,0.3481974694046878,0.493685957270276,0.13442231902095,0.009749014727235014,0.0,0.990250985272765,0.9763057456959138,0.13634236451027248,0.35317101089239106,0.5007376098701015,0
82,0.33142733750809755,0.5110148995897215,0.14120708270351978,0.0023752969121140144,0.0,0.997624703087886,0.9836493198013389,0.1432133089711854,0.336136153932889,0.5182752401838115,0
83,0.3331819124662933,0.5397573117610455,0.11042522298278368,0.003318813524165111,0.0,0.9966811864758349,0.9833644472101225,0.11192060336489106,0.3376938679970763,0.5470667151138676,0
84,0.3039867247459034,0.5565090230242689,0.12376063057456961,0.002489110143123833,0.0,0.9975108898568762,0.9842563783447419,0.12542725599736682,0.30808036907610997,0.5640032647833995,0
85,0.3033789670192906,0.5778261771416718,0.10098319850653392,0.0043559427504667085,0.0,0.9956440572495333,0.9821883426674964,0.10236664100697611,0.30753517679400455,0.5857422394485525,0
86,0.27122796100394114,0.59291640738436,0.12260734287492224,0.0,0.0,1.0,0.9867517112632235,0.12425348897339364,0.27486951165934087,0.6008769993672655,0
87,0.27046905967848495,0.5819224840343536,0.13432283637965206,0.0,0.0,1.0,0.9867143800924907,0.13613142677322812,0.27411079146645484,0.589757781760317,0
89,0.2780916822236051,0.5806285003111388,0.12819332088778262,0.0,0.0,1.0,0.9869135034225265,0.1298931673781135,0.28177918455792567,0.5883276480639609,0
90,0.28359468989836134,0.5756274631819124,0.12806471686372123,0.0,0.0,1.0,0.987286869943995,0.12971378508354503,0.28724649190812046,0.5830397230083345,0
91,0.2780211574362166,0.5697656087948558,0.13906243517942338,0.0,0.0,1.0,0.9868492014104958,0.1409155876912729,0.2817260803766605,0.5773583319320665,0
93,0.26538270068450526,0.5898921385604646,0.13165525824517735,0.0,0.0,1.0,0.9869300974901472,0.13339876712645468,0.2688971603555283,0.5977040725180172,0
94,0.294814353868492,0.5741982991080689,0.11820369218004563,0.0,0.0,1.0,0.9872163451566065,0.11973433458630028,0.2986319617932625,0.5816337036204372,0
95,0.2846027795063265,0.5839597593860195,0.11729931549471063,0.0010371292263015972,0.0,0.9989628707736984,0.9858618543870566,0.11885809398644313,0.2883848364561964,0.5917199403310589,0
98,0.2838021157436217,0.5633727442439328,0.13958307405102677,0.0,0.0,1.0,0.9867579340385813,0.1414562470045153,0.28761067527684586,0.5709330777186389,0
110,0.5748765816220701,0.28204314457581414,0.12170089193113462,0.005393071976768305,0.0,0.9946069280232317,0.9786206181290189,0.12368894341581806,0.5842675090299827,0.28665047557743095,0
111,0.5897912087912087,0.24014945054945055,0.12535384615384615,0.02923076923076923,0.00021978021978021978,0.9705494505494505,0.9552945054945055,0.12735560165909016,0.5992094902031196,0.24398435868724072,0
114,0.6485376477909147,0.23514830947936113,0.09723916199958516,0.0008297033810412777,0.0,0.9991702966189587,0.980925119269861,0.0990478074518299,0.6606004282917539,0.23952206087537484,0
115,0.5213565650280025,0.382582451773491,0.07770172163451566,0.0,0.0,1.0,0.9816407384360093,0.07915494802947284,0.5311073029208725,0.3897377490496546,0
116,0.441217589711678,0.4601949802945447,0.0818834266749637,0.0,0.0,1.0,0.9832959966811865,0.08327444325140756,0.4487128913377787,0.46801266541081366,0
117,0.37372951669778054,0.5165442854179632,0.0942895664799834,0.0,0.0,1.0,0.9845633685957271,0.0957679002566058,0.37958909362109133,0.5246430061223029,0
118,0.3171727857291019,0.5699439950217797,0.09839037544077993,0.0,0.0,1.0,0.9855071561916615,0.09983730186292525,0.3218371208533549,0.5783255772837199,0
119,0.3082182119892139,0.5879921178178801,0.09022401991288115,0.0,0.0,1.0,0.9864343497199752,0.09146479939439818,0.31245689292623435,0.5960783076793674,0
122,0.23357187305538274,0.6181622070109936,0.13578718108276294,0.0,0.0,1.0,0.9875212611491393,0.1375030456810143,0.23652338662925032,0.6259735676897353,0
123,0.22440365069487656,0.6159012652976561,0.147004770794441,0.0,0.0,1.0,0.9873096867869736,0.14889428591837509,0.22728800668932858,0.6238177073922964,0
124,0.2276996473760631,0.6185791329599668,0.14153495125492638,0.0,0.0,1.0,0.9878137315909563,0.1432810121266208,0.23050868812011133,0.6262102997532678,0
125,0.2098444306160548,0.6390416925948974,0.13838415266542212,0.0,0.0,1.0,0.9872702758763743,0.14016845847261236,0.21255013519958485,0.6472814063278028,0
126,0.21848164281269444,0.6505185646131508,0.11892138560464632,0.0,0.0,1.0,0.9879215930304917,0.12037532780293818,0.22115281653323587,0.6584718556638259,0
127,0.23111387678904793,0.671395975938602,0.08589711678075089,0.0,0.0,1.0,0.9884069695084008,0.08690460451070385,0.23382461265322313,0.6792707828360731,0
129,0.21549056212404064,0.6414416096245592,0.12853972204936737,0.0006222775357809583,0.001451980916822236,0.9979257415473969,0.9854718937979672,0.13016413583349606,0.21821381244606558,0.6495477932678353,0
137,0.33434142294129854,0.3629807093963908,0.11082970338104128,0.10972827214270899,0.06928023231694669,0.8209914955403443,0.8081518357187306,0.11259053052595194,0.3396533333337593,0.3687476316806331,0
138,0.3288176726820161,0.3470794440987347,0.10744243932794026,0.10703173615432483,0.09728272142708981,0.7956855424185854,0.7833395561086911,0.10913580828231022,0.3340000721328364,0.35254966200343874,0
140,0.30970338104127776,0.3429910806886538,0.1193507571043352,0.1153287699647376,0.10060153495125493,0.7840696950840075,0.7720452188342667,0.12120962535347299,0.31452695984074014,0.3483331098897944,0
141,0.3074486621032981,0.35853764779091474,0.13212196639701307,0.10184609002281685,0.08794855839037544,0.8102053515868077,0.7981082762912259,0.13412456356732708,0.3121087185461063,0.3639720694733743,0
143,0.30366936320265503,0.37412155154532256,0.13430616054760422,0.08421489317568968,0.0918896494503215,0.8238954573739888,0.8120970752955818,0.13625739943988535,0.30808115987273593,0.37955689806136755,0
145,0.3234536403235843,0.3355278987761875,0.12372121966397014,0.11823273179838208,0.0864965774735532,0.7952706907280647,0.7827027587637418,0.12570782294838398,0.3286473659105749,0.3409155018691059,0
146,0.3068616469612114,0.35873677660236464,0.11690935490562127,0.09334163036714374,0.11221738228583282,0.7944409873470235,0.7825077784691973,0.11869221737708437,0.3115412734525231,0.3642074965174161,0
148,0.3193030491599253,0.3697241236258038,0.09802945447002696,0.08297033810412778,0.11823273179838208,0.7987969300974901,0.7870566272557561,0.09949173233293111,0.32406600314012024,0.3752391946244387,0
149,0.32034017838622697,0.3617568969093549,0.09904791537025513,0.0885708359261564,0.11864758348890271,0.7927815805849409,0.7811449906658371,0.10052341606126426,0.3251122339393397,0.36714593058433687,0
150,0.30187305538270065,0.33813731590956236,0.0924061398050197,0.09686786973656918,0.15971790085044596,0.743414229412985,0.7324165110972827,0.09379367910925314,0.3064058789604017,0.3432146713433301,0
155,0.3393735739473138,0.27867040033188134,0.1005268616469612,0.15992532669570628,0.10952084629744867,0.7305538270068451,0.7185708359261564,0.10220326211614049,0.34503301669994174,0.28331754819076277,0
156,0.3545861854387057,0.30548019083177763,0.08522505704210745,0.13399709603816637,0.10827629122588675,0.7577266127359469,0.7452914333125907,0.08664703618786783,0.3605024520692982,0.3105771244787809,0
157,0.3530346401161585,0.2963845675171126,0.10318398672474591,0.1215515453225472,0.11283965982161377,0.765608794855839,0.752603194358017,0.10496709064879892,0.359135368263027,0.30150633594401305,0
158,0.37880315287284794,0.3121302634308235,0.08286869943995022,0.08504459655673097,0.12777432068035677,0.7871810827629122,0.7738021157436217,0.08430149158949499,0.38535262435396267,0.3175269668194545,0
160,0.3636797344949181,0.292221530802738,0.09556730968678698,0.114291640738436,0.12113669363202655,0.7645716656295375,0.7514685749844431,0.09723368292343192,0.3700210888582319,0.2973168938478737,0
161,0.3640862891516283,0.28319850653391415,0.09020120306990251,0.11491391827421697,0.13482679941920764,0.7502592823065755,0.737485998755445,0.09176349109355221,0.37039227654157303,0.28810351467145023,0
162,0.36623936942543045,0.2831321302634308,0.08251814976146028,0.11512134411947729,0.14042729724123626,0.7444513586392865,0.7318896494503216,0.0839344411393933,0.3725252794061596,0.2879916380937335,0
163,0.3671810827629123,0.29358639286455096,0.08582659199336239,0.09168222360506119,0.14893175689690935,0.7593860194980295,0.7465940676208257,0.0872971228777855,0.3734722695598964,0.2986166270603476,0
164,0.3769778054345571,0.2992076332711056,0.08894212818917238,0.08048122796100395,0.14125700062227753,0.7782617714167185,0.7651275668948351,0.09046891163391099,0.3834490186165399,0.30434384116626767,0
165,0.3968554241858536,0.33233561501763115,0.06717485998755446,0.07322132337689276,0.11740302841734081,0.8093756482057664,0.7963658991910393,0.06827225512894018,0.4033386117118836,0.3377647813649425,0
166,0.3913627878033603,0.34238747147894627,0.09736984028209913,0.056419829910806886,0.09894212818917238,0.8446380419000208,0.8311200995644058,0.09895353424744939,0.39772819708729423,0.3479563105652771,0
167,0.40201578498293516,0.3736924061433447,0.09163609215017066,0.04778156996587031,0.07081911262798635,0.8813993174061433,0.8673442832764505,0.09312102544311521,0.40853032100692993,0.37974797095609814,0
168,0.4369072806471686,0.40447417548226505,0.1073345778884049,0.013067828251400125,0.023024268823895456,0.9639079029247045,0.9487160340178387,0.10905333542805429,0.4439035133385645,0.41095105415808564,0
170,0.38011200995644057,0.3092325243725368,0.10428749222153082,0.08234806056834681,0.11076540136901059,0.8068865380626427,0.7936320265505081,0.10602920591248399,0.38646029082631245,0.31439704132384627,0
171,0.3574548848786559,0.30102053515868077,0.10134411947728687,0.11263223397635345,0.11491391827421697,0.7724538477494296,0.7598195395146234,0.1030292733548497,0.36339865831527884,0.3060259160793012,0
172,0.3709790499896287,0.32293922422733873,0.08610661688446382,0.10412777432068036,0.10309064509437876,0.792781580584941,0.7800248911014313,0.08751482242585314,0.3770461186173012,0.32822063954178665,0
174,0.3791661481020535,0.308713959759386,0.08527898776187513,0.1877203899605891,0.02613565650280025,0.7861439535366106,0.7731590956233146,0.0867112098560677,0.38553407235788556,0.3138986713226573,0
175,0.39250155569383943,0.31038581207218424,0.0840323584318606,0.19207633271105579,0.0074673304293715,0.8004563368595727,0.7869197261978843,0.08547788493374614,0.39925337619935114,0.31572507572647546,0
176,0.3629951796669588,0.28748904469763364,0.08116345311130589,0.21779141104294478,0.03790534618755478,0.7443032427695004,0.7316476774758984,0.08256736569372254,0.3692740340103314,0.2924618430654464,0
177,0.40168014934660856,0.3168865380626426,0.08601120099564406,0.18004563368595727,0.001451980916822236,0.8185023853972205,0.8045778884048952,0.08749976130388787,0.40863186168180876,0.32237076241152396,0
178,0.40929475212611494,0.33069902509852733,0.0951234183779299,0.14976146027795062,0.0006222775357809583,0.8496162621862684,0.8351171956025722,0.09677492403964154,0.41640081088610975,0.33644052726051704,0
179,0.3917403028417341,0.3109023024268824,0.1090188757519187,0.1727857291018461,0.001451980916822236,0.8257622899813317,0.8116614810205353,0.11091283570449123,0.3985459173765898,0.31630353690025065,0
180,0.4155341215515453,0.3650404480398257,0.1077141671852313,0.09624559220078822,0.00020742584526031943,0.9035469819539514,0.8882887367766024,0.10956438671852205,0.42267180240202573,0.37131079283340357,0
181,0.3846898983613359,0.35126737191454055,0.09665422111595105,0.15308027380211575,0.0,0.8469197261978842,0.8326114913918274,0.098315201423119,0.3913007047820724,0.3573038199926929,0
183,0.3702489110143124,0.37536195809997924,0.11293714996888612,0.1248703588467123,0.0026965359883841526,0.8724331051649036,0.8585480190831778,0.11476365473540731,0.3762368556450494,0.38143259478444685,0
184,0.3854760423148724,0.3844700269653599,0.10052686164696122,0.11346193735739474,0.0020742584526031943,0.884463804190002,0.8704729309271936,0.1021426023906882,0.39167169327914975,0.39064950852016406,0
186,0.3990914747977598,0.4073594689898361,0.11885708359261564,0.05787181082762912,0.0020742584526031943,0.9400539307197676,0.9253080273802116,0.12075121507533981,0.4054514804789712,0.41385123516545663,0
188,0.4398817672682016,0.4039991702966189,0.10031113876789048,0.03982576228998133,0.0010371292263015972,0.959137108483717,0.944192076332711,0.10189890171524854,0.4468443835824568,0.4103938231860117,0
190,0.4387699647376062,0.4363264882804397,0.09791329599668121,0.011823273179838207,0.0008297033810412777,0.9873470234391205,0.973009749014727,0.09935604597521204,0.4452352292429152,0.44275574822099334,0
191,0.4298921385604646,0.44995436631404273,0.0985687616677038,0.006222775357809583,0.0012445550715619166,0.9925326695706285,0.9784152665422111,0.09999099513242965,0.436094985946784,0.45644668849141484,0
192,0.4337502592823065,0.45138975316324415,0.09699232524372539,0.002903961833644472,0.0008297033810412777,0.9962663347853142,0.982132337689276,0.09838815469636127,0.43999241695275426,0.45788576313619866,0
193,0.4180639800581637,0.458560448691317,0.10279393435812215,0.005816368923971749,0.0012463647694225177,0.9929372663066057,0.9794183631076028,0.10421279814542429,0.4238345135607863,0.4648899546003952,0
194,0.4095581829495955,0.46788425637834474,0.10896494503215101,0.0,0.0,1.0,0.9864073843600913,0.11046647334543168,0.4152018622764942,0.47433166437807406,0
195,0.40257000622277533,0.4807176934246007,0.10308857083592617,0.0,0.0,1.0,0.9863762704833021,0.1045124197740636,0.4081302625270224,0.4873573176989141,0
197,0.4205164903546982,0.44543455714582036,0.11946276706077578,0.0,0.0,1.0,0.9854138145612943,0.12123106586846516,0.4267410139180075,0.45202792021352733,0
198,0.4135407591785936,0.4432752540966604,0.1280564198299108,0.0,0.0,1.0,0.9848724331051648,0.13002335685868155,0.4198927143028641,0.4500839288384544,0
200,0.4016324414021987,0.4411926986102468,0.141688446380419,0.0,0.0,1.0,0.9845135863928646,0.14391720778536723,0.4079501257811282,0.4481326664335045,0
204,0.41325036299522927,0.41873885086081725,0.1519539514623522,0.0,0.0,1.0,0.9839431653183988,0.15443366732790983,0.41999413945977626,0.4255721932123138,0
205,0.4176892760838,0.42107861439535366,0.14549471064094588,0.0,0.0,1.0,0.9842626011200996,0.1478210291393492,0.4243677201678352,0.42781125069281556,0
207,0.372885293507571,0.48170504044803975,0.13061812901887576,0.0,0.0,1.0,0.9852084629744864,0.13257917885167247,0.3784836484065276,0.48893717274180004,0
208,0.351406347230865,0.5209209707529558,0.11345364032358432,0.0,0.0,1.0,0.9857809583074052,0.11509011141621689,0.3564750812738693,0.5284348073099138,0
209,0.32643642397842765,0.5440945861854388,0.11528313627878033,0.0,0.0,1.0,0.9858141464426468,0.11694205920536294,0.33113384014257424,0.5519241006520629,0
210,0.3633706699854802,0.513204729309272,0.10982576228998134,0.0,0.0,1.0,0.9864011615847335,0.11133985498713053,0.36838021297713774,0.5202799320357318,0
211,0.34430201203069905,0.5110599460692803,0.13043352001659408,0.0,0.0,1.0,0.9857954781165734,0.13231296238627085,0.34926312777221347,0.5184239098415157,0
212,0.32899398465048746,0.5248890271727857,0.13202240199128812,0.0,0.0,1.0,0.9859054138145613,0.1339098052829236,0.3336973101482206,0.5323928845688558,0
214,0.33364654635967644,0.5174528106202033,0.13455714582036923,0.0,0.0,1.0,0.985656502800249,0.13651525195450193,0.3385018466491998,0.5249829013962983,0
217,0.3320244762497407,0.5168823895457375,0.13656502800248912,0.0,0.0,1.0,0.9854718937979673,0.13857830838398977,0.33691927526226273,0.5245024163537475,0
218,0.3250508193320888,0.5333188135241651,0.12750881559842356,0.0,0.0,1.0,0.9858784484546774,0.1293352297114195,0.3297067907728302,0.5409579795157503,0
219,0.3267579340385812,0.5240323584318607,0.1346753785521676,0.0,0.0,1.0,0.9854656710226095,0.1366616641373373,0.3315771859404369,0.5317611499222258,0
222,0.32306990250985274,0.5359842356357603,0.12704833022194564,0.0,0.0,1.0,0.9861024683675585,0.12883887252839712,0.32762305427008837,0.5435380732015146,0
223,0.3501929060360921,0.4955590126529766,0.13962663347853144,0.0,0.0,1.0,0.9853785521676002,0.1416984702695079,0.3553892108426253,0.5029123188878668,0
225,0.35514623522090855,0.48780958307405115,0.1431113876789048,0.0,0.0,1.0,0.9860672059738644,0.145133502880835,0.3601643306554925,0.49470216646367254,0
226,0.347517112632234,0.5157332503629953,0.12369010578718109,0.0,0.0,1.0,0.9869404687824104,0.12532681524325143,0.35211557700229507,0.5225576077544536,0
227,0.3789317568969094,0.4708234806056835,0.13626218626840905,0.0,0.0,1.0,0.986017423771002,0.13819450141892758,0.38430533554639756,0.47750016303467485,0
229,0.4296058908940054,0.41923459863098944,0.1359054138145613,0.0,0.0,1.0,0.9847459033395561,0.13801064147986503,0.4362606530650074,0.4257287054551276,0
231,0.44222982783654846,0.4287927815805849,0.1143538684920141,0.0,0.0,1.0,0.9853764779091475,0.11605094200610461,0.4487927586569835,0.43515629933691186,0
233,0.41919311346193744,0.45027380211574364,0.11632856253889236,0.0,0.0,1.0,0.9857954781165734,0.11800476378847433,0.4252333498859553,0.4567618863255704,0
237,0.3208380004148517,0.541850238539722,0.12402406139805021,0.0,0.0,1.0,0.986712300352624,0.1256942488238237,0.3251586103671688,0.5491471408090074,0
239,0.2749761460277951,0.5963866417755653,0.11647583488902719,0.0,0.0,1.0,0.9878386226923876,0.11790978021447304,0.2783614040908203,0.6037288156947066,0
242,0.19909769757311763,0.6319871395975938,0.15641982991080688,0.0,0.0,1.0,0.9875046670815182,0.15839907913862494,0.20161696871928017,0.639983952142095,0
244,0.1904521883426675,0.6523750259282307,0.14505289359054138,0.0,0.0,1.0,0.9878801078614396,0.14683248750149602,0.19278876740919293,0.660378745089311,0
245,0.1812279610039411,0.6551835718730553,0.15173822858328148,0.0,0.0,1.0,0.9881497614602779,0.15355792664367418,0.18340131027924778,0.663040763077078,0
246,0.10951254926363825,0.805901265297656,0.07424600705247873,0.0,0.0,1.0,0.9896598216137731,0.07502174528153589,0.11065675990065288,0.8143214948178111,0
247,0.1545550715619166,0.6885708359261564,0.14496784899398465,0.0,0.0,1.0,0.9880937564820577,0.14671466957763038,0.15641741540011755,0.6968679150222521,0
248,0.14555071561916613,0.6497510889856876,0.19230242688238955,0.0,0.0,1.0,0.9876042314872432,0.1947160823650982,0.14737757390931774,0.6579063437255841,0
251,0.14308442231902094,0.675619166148102,0.16834681601327525,0.0,0.0,1.0,0.9870504044803983,0.17055543997461423,0.14496161662011905,0.6844829434052667,0
252,0.148029454470027,0.662431030906451,0.17621240406554656,0.0,0.0,1.0,0.9866728894420245,0.17859252640983864,0.1500289062910601,0.6713785672991013,0
253,0.14606098319850655,0.6920037336652147,0.14403235843186063,0.004770794440987347,0.0,0.9952292055590126,0.982097075295582,0.14595828993156199,0.14801404049397832,0.7012568751334722,0
254,0.1812196639701307,0.6385169052063887,0.16688446380419,0.0,0.0,1.0,0.9866210329807094,0.1691474823925155,0.183677073478398,0.6471754441290866,0
255,0.1801140842148932,0.6324185853557353,0.17387264053101015,0.0,0.0,1.0,0.9864053101016386,0.17626896241373075,0.18259642600295242,0.6411346115833169,0
257,0.21707219251336898,0.6049933155080214,0.1613324420677362,0.0031194295900178253,0.0,0.9968805704099821,0.9833979500891266,0.1635443483073603,0.2200483040189992,0.6132879180836226,0
258,0.30111595104750055,0.5766479983405932,0.10931756896909355,0.0,0.0,1.0,0.9870815183571873,0.11074826844193397,0.30505682200255535,0.5841949095555107,0
263,0.34922837585563166,0.5033312590748807,0.13376477909147483,0.0,0.0,1.0,0.9863244140219873,0.13561945460319197,0.35407049738489654,0.5103100480119114,0
264,0.37422111595104746,0.4875897116780751,0.12413607135449077,0.0,0.0,1.0,0.9859468989836133,0.12590543312470415,0.3795550412875401,0.49453952558775577,0
265,0.356492428956648,0.4780522713130056,0.15158265919933622,0.0,0.0,1.0,0.9861273594689898,0.15371509343474712,0.3615074924486551,0.48477741411659786,0
266,0.3507550300767476,0.500333955610869,0.1356502800248911,0.0,0.0,1.0,0.9867392657125077,0.13747327661775002,0.35546880748023474,0.5070579159020152,0
268,0.35229752412924886,0.454590851867394,0.17868443138900547,0.0,0.0,1.0,0.9855728073856483,0.18130008260169803,0.35745459035518734,0.46124532704311466,0
