date,pv,npv,bs,wet,water,veg_areas,overall_veg_num,norm_bs,norm_pv,norm_npv,off_value
2022-07-04 01:55:56.352360,0.2312656619592965,0.3452514110400713,0.3944355059056808,0.012789136357604003,1.561316814601435e-05,0.9871952504742499,0.9709525789050486,0.4010338573770602,0.2351344113442303,0.35102698175295943,0
2022-07-20 01:55:58.626697,0.20910409894396947,0.38433006030235944,0.3855425931000222,0.004908560806029054,1.5770476485233905e-05,0.9950756687174857,0.9789767523463511,0.3918827007164202,0.2125427397428364,0.39065022825822915,0
2022-08-05 01:56:09.220589,0.19544600310390925,0.39652937305180647,0.3827476574536254,0.009270241882409734,2.0743014789769545e-05,0.9907090151028005,0.9747230336093411,0.38902492469544053,0.198651422572679,0.403032667834681,0
2022-08-21 01:56:13.813753,0.18633169592541843,0.3982174143220004,0.3847586591086427,0.01458541237408161,1.844620257250741e-05,0.9853961414233459,0.9693077693560616,0.3911448046235616,0.18942439129705227,0.40482694550273196,0
2022-09-06 01:56:15.240437,0.18309301010659282,0.4147928230282692,0.37158858404071,0.014475389837410937,1.2726416586520544e-05,0.9855118837460025,0.969474417175572,0.3777355636710423,0.18612181414395837,0.4216545059310019,0
2022-09-22 01:56:20.637557,0.17168527482256637,0.43270869315955274,0.36902819707107504,0.010713145328669502,9.071249219872566e-06,0.9892777834221106,0.9734221650531941,0.3750391247756117,0.17448177596552153,0.4397568826809774,0
2022-10-08 01:56:16.224579,0.17368565139010933,0.40478543669091455,0.3981853297942692,0.007040684138530805,7.24723019920824e-06,0.9929520686312701,0.976656417875293,0.4048291084575959,0.17658362110041434,0.41153933907325985,0
2023-01-12 01:56:03.289085,0.19802031611116228,0.4465838000380288,0.3067905876264612,0.004436063253596583,0.029723388031058322,0.9658405487153451,0.9513947037756523,0.3114488532655499,0.20102702906646727,0.4533646663833279,0
2023-03-01 01:55:44.995402,0.26653691817439057,0.4303350235782831,0.25611477361043933,0.010230239261147373,0.022337320717185607,0.967432440021667,0.952986715363113,0.25999705595595407,0.2705771832370779,0.436858200828635,0
2023-03-17 01:55:38.132348,0.24215728154988025,0.49015319090347514,0.24332070631586378,0.008934928286874243,0.0013732107951035433,0.9896918609180222,0.9756311787692191,0.24682741580422352,0.2456472238969324,0.4972172212168663,0
2023-04-02 01:55:27.178903,0.22767109649011447,0.4771949751003783,0.2647445657890442,0.015248071322091931,0.0009248949065493441,0.9838270337713587,0.969610637379537,0.2686262411180294,0.2310092019418157,0.4841915907115135,0
2023-04-18 01:55:13.201543,0.23680983661165478,0.42177768789110615,0.2806599593313652,0.003940574741885948,0.04237444794433046,0.9536849773137837,0.9392474838341262,0.2849740793078241,0.24044992139318966,0.4282609766127699,0
2023-05-04 01:55:08.040765,0.24018354032888575,0.43191805502914066,0.27931588015680753,0.0030413057290436456,0.031079544518234102,0.9658791497527223,0.9514174755148339,0.2835615192923626,0.2438343626092517,0.43848326785110797,0
2023-05-20 01:54:58.246380,0.22533402478591566,0.41188973610826213,0.31689564384873165,0.002543557713495483,0.02843693724497937,0.9690195050415251,0.9541194047429093,0.3218444760955853,0.22885297592904394,0.41832205301689596,0
2023-06-05 01:55:03.110568,0.22206682668451483,0.4446258813483043,0.2900904716295279,0.003102269099245685,0.02549130479938147,0.9714064261013728,0.9567831796623469,0.2945241453671336,0.22546084321988716,0.45142143751435215,0
2023-07-07 01:55:21.871864,0.20866417001706272,0.4314310430644507,0.32006040814527337,0.005524709668058252,0.01944668416402951,0.9750286061679122,0.9601556212267868,0.3250182019917677,0.211896415904923,0.4381139882712215,0
2023-07-23 01:55:25.769065,0.20472561967370992,0.4164247027753222,0.3338992165287981,0.028723601725364215,0.001249731215896581,0.9700266670587392,0.9550495389778302,0.33913543845024874,0.20793613567540162,0.4229550929330889,0
2023-08-08 01:55:33.134156,0.20691442286659212,0.43690788060983465,0.3354867659778566,0.005400372065767742,3.4116062845801415e-05,0.9945655118713865,0.9793090694542834,0.34071324113926144,0.2101378975348002,0.4437143731973248,0
