ID,X,Y
1,144.74335,-40.69748
2,144.756899625334,-40.6988844603991
3,144.770914036633,-40.7042835107783
4,144.766237975114,-40.7200601029454
5,144.769179435461,-40.7358581914097
6,144.778321336538,-40.7312940095061
7,144.778232978444,-40.7144334711895
8,144.792099643956,-40.710202010603
9,144.807177579766,-40.7172318810517
10,144.813092701698,-40.7236567657252
11,144.829400036029,-40.7178885959202
12,144.839841131409,-40.7278367396836
13,144.842403848926,-40.742712390903
14,144.858298142281,-40.7411486067104
15,144.873821180277,-40.7469387341696
16,144.890896664553,-40.7504696031375
17,144.908366424047,-40.7511052260667
18,144.920422614565,-40.761709353463
19,144.930046112437,-40.758812762147
20,144.946366636275,-40.7563734338971
21,144.961454381389,-40.752887731867
22,144.974489256975,-40.7458692290651
23,144.9859974584,-40.7499438882919
24,144.997761956067,-40.7595378110183
25,144.999184591202,-40.7676692654961
26,145.007444852275,-40.7674348184623
27,145.010617779294,-40.7703494434589
28,145.017903151413,-40.7724269111419
29,145.020304888617,-40.7783067470834
30,145.018491401966,-40.7895620389312
31,145.028866865307,-40.787069504668
32,145.040523205104,-40.7815080015835
33,145.05157886161,-40.7895317361764
34,145.062086677465,-40.8016040467228
35,145.069756655578,-40.8103467873613
36,145.075060606364,-40.8121109101702
37,145.08840315446,-40.8129375242216
38,145.086784740003,-40.8242799582177
39,145.100070706178,-40.8268312462652
40,145.097708743038,-40.8134450979976
41,145.111021639136,-40.8183833740998
42,145.116507701937,-40.828951822602
43,145.125403004274,-40.8325959521935
44,145.131558083024,-40.8195048258676
45,145.147232869796,-40.8176949494334
46,145.160781285371,-40.8219364099091
47,145.159605473462,-40.8141662829007
48,145.143396570662,-40.8090014243238
49,145.13153052389,-40.8023006512944
50,145.114460007713,-40.800683461833
51,145.117202128909,-40.7941911170148
52,145.133800491101,-40.7995618627317
53,145.151065976459,-40.8027559646614
54,145.168631146758,-40.8037691736599
55,145.186221682767,-40.8039209640649
56,145.203782286451,-40.8031642362164
57,145.221045558298,-40.7999468045414
58,145.237847276239,-40.7947506580789
59,145.254569250761,-40.7898212959311
60,145.248698393977,-40.7955825164361
61,145.234253620935,-40.805039144271
62,145.21772326221,-40.8100295329223
63,145.231982920703,-40.8131392891333
64,145.248720265224,-40.8103600489308
65,145.259849124317,-40.7997859606734
66,145.265633957793,-40.7858401332337
67,145.266025970189,-40.7691667223957
68,145.269450497397,-40.7524602689427
69,145.2613134369,-40.7414330805084
70,145.251378322887,-40.7296456868118
71,145.25394927328,-40.715393264654
72,145.26638845248,-40.7200603529369
73,145.273810246851,-40.7332494929177
74,145.289431419732,-40.7372902554238
75,145.299709785695,-40.745128477766
76,145.298462312343,-40.7588015442605
77,145.305682056608,-40.7676838586154
78,145.29051798026,-40.7649791361196
79,145.280761973503,-40.7793255197635
80,145.273513883357,-40.794495892927
81,145.266947977354,-40.801561684955
82,145.274799286241,-40.8159507211381
83,145.283605242513,-40.8222276522024
84,145.284807390966,-40.8276137939036
85,145.292276154951,-40.8226942324264
86,145.28844757625,-40.8058269161692
87,145.281154973242,-40.792815491352
88,145.29145398674,-40.8065973640032
89,145.301048391684,-40.8212952903424
90,145.312320874679,-40.8347331207535
91,145.323547384476,-40.8425504645592
92,145.339330701253,-40.8502421978563
93,145.356219928994,-40.8520956595534
94,145.37225875415,-40.8502817574696
95,145.38531852455,-40.8509206241838
96,145.397050104142,-40.8572941689587
97,145.411383186044,-40.8579643997271
98,145.424108445862,-40.8661006977823
99,145.441056866006,-40.8703157017302
100,145.458419531638,-40.8715118381828
101,145.475962936226,-40.8705197082837
102,145.48996956449,-40.8650158776632
103,145.501603280953,-40.8560606373336
104,145.508854755373,-40.8527168112792
105,145.514193804869,-40.8586752390262
106,145.512970920822,-40.8677970895621
107,145.518874656456,-40.8731977875909
108,145.523085647299,-40.8804832151382
109,145.526427662406,-40.8898854117764
110,145.53984396566,-40.8912514265112
111,145.539898414854,-40.9011923982081
112,145.547507489778,-40.9101482138265
113,145.56379794363,-40.9158641716593
114,145.580467182537,-40.9140893657858
115,145.591530373241,-40.920759518563
116,145.605598247562,-40.9257462026754
117,145.619735727893,-40.925935175302
118,145.628983323098,-40.9337751131433
119,145.645373213493,-40.9367637701156
120,145.661515681267,-40.9392321593664
121,145.678700958843,-40.9393179238751
122,145.695366605823,-40.940553113423
123,145.712254015771,-40.9446049907336
124,145.728043467465,-40.9447092094744
125,145.730576723837,-40.9584377907403
126,145.727419116945,-40.9724476424069
127,145.737505425758,-40.9846847884045
128,145.749315395035,-40.9915700694694
129,145.764770350673,-40.9975446450622
130,145.778400748964,-41.0052537004142
131,145.786191638099,-41.0156844390341
132,145.800671470386,-41.0252194345623
133,145.816080328227,-41.0315940638483
134,145.832584559607,-41.0362496768353
135,145.84898442613,-41.0396108713943
136,145.866326527569,-41.0390901161111
137,145.87915417168,-41.0407095854209
138,145.894643653336,-41.0456624062182
139,145.909301650949,-41.0490747436206
140,145.91082123519,-41.055953512023
141,145.921611386232,-41.0651642448057
142,145.938527158769,-41.0666326515125
143,145.954954139778,-41.0635563878152
144,145.968208422824,-41.067497410127
